INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6
Keiser University-Pembroke Pines,Pembroke Pines,FL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27500,305.306375,0.468016739,NULL,NULL,29600,0.549784839
Keiser University-Port St Lucie,Port St Lucie,FL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27500,305.306375,0.468016739,NULL,NULL,29600,0.549784839
Keiser University-West Palm Beach,West Palm Beach,FL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27500,305.306375,0.468016739,NULL,NULL,29600,0.549784839
Keiser University-Ft Myers,Ft Myers,FL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27500,305.306375,0.468016739,NULL,NULL,29600,0.549784839
Heritage Institute-Ft Myers,Fort Myers,FL,2,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,614,0.4756,0.2166,0.2687,0,0.0049,0,0.0309,0,0.0033,0,NULL,19111,0.7292,NULL,0.6831,NULL,NULL,0.7429,0.4088,13971,155.1067406,0.352578907,NULL,0.674485489,23500,0.294117659
La Belle Beauty School,Hialeah,FL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,290,0,0.0103,0.9759,0.0138,0,0,0,0,0,0.831,NULL,8212,0.7809,NULL,1,NULL,0.9649,0.759,0.7655,7150,79.3796575,0.786279683,NULL,0.919319355,13500,0.119760476
Florida Gateway College,Lake City,FL,2,1,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2234,0.8071,0.1226,0.0372,0.0072,0.0049,0,0.0072,0.0013,0.0125,0.6249,4571,NULL,0.3895,NULL,NULL,NULL,NULL,0.1855,0.334,4500,49.959225,0.608602151,0.383374678,NULL,30200,0.489851147
Lake Technical Center,Eustis,FL,1,1,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,637,0.7253,0.1381,0.0942,0.0157,0.0031,0,0.0235,0,0,0.3281,8427,NULL,0.3047,NULL,0.7561,NULL,0.7018,0,0.4851,NULL,NULL,NULL,NULL,0.716603901,24100,0.516666651
Lake-Sumter State College,Leesburg,FL,2,1,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3510,0.6541,0.1003,0.0972,0.0348,0.0071,0.0037,0.0219,0.0048,0.0761,0.6615,3886,NULL,0.3116,NULL,NULL,NULL,NULL,0.0517,0.2633,6375,70.77556875,0.655518395,0.346806734,NULL,30400,0.462025315
Fort Myers Institute of Technology,Fort Myers,FL,1,1,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,705,0.6085,0.166,0.1901,0.0128,0.0028,0,0.0199,0,0,0,6498,NULL,0.3076,NULL,0.4148,NULL,NULL,0,0.5453,NULL,NULL,NULL,NULL,0.666161765,28300,0.516393423
Lively Technical Center,Tallahassee,FL,1,1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1017,0.5084,0.4503,0.0226,0.0098,0,0,0.0088,0,0,0.3117,12901,NULL,0.4942,NULL,0.4894,NULL,0.1832,0,0.3786,NULL,NULL,NULL,NULL,0.3512,22900,0.368159205
Lindsey Hopkins Technical Education Center,Miami,FL,1,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,890,0.0326,0.6876,0.2753,0.0011,0,0,0.0034,0,0,0.3551,6990,NULL,0.1851,NULL,0.3632,NULL,0.4603,0,0.6112,NULL,NULL,NULL,NULL,0.420772277,27900,0.490099013
Loraines Academy Inc,Saint Petersburg,FL,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,209,0.4976,0.3589,0.0526,0.0287,0.0096,0.0096,0.0239,0.0144,0.0048,0.2775,NULL,19036,0.5,NULL,0.4444,NULL,1,0.4103,0.6746,6333,70.30928265,0.336134454,NULL,0.4,15600,0.320512831
Luther Rice University & Seminary,Lithonia,GA,3,2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,510,0.5569,0.4078,0.0157,0.0157,0,0,0,0.002,0.002,0.7608,NULL,19921,0.5586,0.6667,NULL,0.5455,NULL,0.5313,0.8748,23361,259.3549901,0.682170543,0.1249975,NULL,38600,0.694117665
State College of Florida-Manatee-Sarasota,Bradenton,FL,2,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,9421,0.6499,0.0953,0.1401,0.023,0.0033,0,0.0163,0.0088,0.0632,0.5671,10219,NULL,0.4631,NULL,NULL,NULL,NULL,0.3064,0.3693,9750,108.2449875,0.477717391,0.333048586,NULL,29600,0.485143453
Manatee Technical Institute,Bradenton,FL,1,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1252,0.7228,0.1206,0.131,0.016,0.0056,0.004,0,0,0,0.0024,3640,NULL,0.3975,NULL,0.9383,NULL,0.7083,0,0.4201,NULL,NULL,NULL,NULL,0.81593199,27100,0.493589729
Manhattan Hairstyling Academy,Tampa,FL,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,254,0.5079,0.1929,0.2638,0.0079,0,0,0.0118,0,0.0157,0,NULL,14857,0.8224,NULL,0.6114,NULL,NULL,0.8295,0.5551,9150,101.5837575,0.274528302,NULL,0.647276646,14400,0.240126386
Manhattan Hairstyling Academy - North,Tampa,FL,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9150,101.5837575,0.274528302,NULL,NULL,14400,0.240126386
Traviss Career Center,Lakeland,FL,1,1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,446,0.5987,0.1951,0.1749,0.009,0.0224,0,0,0,0,0.2713,6805,NULL,0.682,NULL,0.2202,NULL,0.6667,0,0.5448,NULL,NULL,NULL,NULL,0.739127592,27300,0.489361703
Trinity International University-Florida,Davie,FL,3,2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,257,0.1401,0.3502,0.4747,0.0078,0,0,0,0.0039,0.0233,0.5875,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0.8217,28000.5,310.862951,0.766759777,NULL,NULL,38200,0.58011049
Miami Lakes Educational Center,Miami Lakes,FL,1,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1158,0.1874,0.4775,0.3238,0.006,0,0,0.0052,0,0,0.3549,9011,NULL,0.2675,NULL,0.8032,NULL,0.8984,0,0.1891,NULL,NULL,PrivacySuppressed,NULL,0.244164335,31700,0.46808511
Miami Dade College,Miami,FL,2,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,61684,0.0639,0.168,0.6725,0.0089,0.0007,0.0008,0.003,0.0565,0.0257,0.5769,14614,NULL,0.5161,NULL,NULL,NULL,NULL,0.0957,0.3503,9500,105.469475,0.684167125,0.312900546,NULL,30500,0.472550631
University of Miami,Coral Gables,FL,3,2,21,650,675,640,30,32,30,NULL,1332,0,11246,0.4302,0.0728,0.2171,0.0538,0.0015,0.0012,0.0268,0.1344,0.0623,0.0648,NULL,30394,0.1855,0.9134,NULL,0.88,NULL,0.3559,0.0584,21250,235.9185625,0.896731055,0.811102237,NULL,52400,0.742588222
Mid Florida Tech,Orlando,FL,1,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1460,0.4219,0.2534,0.2623,0.0247,0.0027,0.0014,0.0322,0.0007,0.0007,0.1541,11260,NULL,0.1773,NULL,0.7725,NULL,0.6383,0,0.4657,NULL,NULL,NULL,NULL,0.424220264,24400,0.452631593
Beauty Schools of America-Miami,Miami,FL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,631,0.0269,0.0222,0.8906,0,0,0.0539,0.0063,0,0,0,NULL,18224,0.6907,NULL,0.7445,NULL,NULL,0.413,0.7385,9500,105.469475,0.33682266,NULL,0.713761521,14300,0.201604813
Remington College-Tampa Campus,Tampa,FL,1,2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,189,0.3439,0.291,0.3122,0.0106,0,0.0106,0.0317,0,0,0,NULL,19573,0.7383,NULL,NULL,NULL,NULL,0.4813,0.5608,9500,105.469475,0.438846641,0.540395455,NULL,28900,0.367758185
Everest Institute-North Miami,Miami,FL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,768,0.0326,0.6276,0.3008,0.0026,0.0013,0,0.026,0,0.0091,0.1289,NULL,20539,0.7922,NULL,0.5741,NULL,0.3333,0.625,0.599,9500,105.469475,0.233772951,NULL,0.550750912,26100,0.356307954
Academy of Healing Arts Massage & Facial Skin Care,Lake Worth,FL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,98,0.3265,0.2857,0.3265,0.0204,0,0,0.0408,0,0,0.3571,NULL,11616,0.4581,NULL,1,NULL,1,0.4,0.7959,6580,73.051489,0.483870968,NULL,0.984848485,17900,0.270967752
Lincoln College of Technology-West Palm Beach,West Palm Beach,FL,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,738,0.2927,0.3957,0.2154,0.0136,0.0014,0.0027,0.0501,0,0.0285,0.0772,NULL,20743,0.7333,0.6,NULL,NULL,NULL,0.7356,0.4431,9504,105.5138832,0.390612133,0.535578846,NULL,31400,0.454833597
Paul Mitchell the School-Jacksonville,Jacksonville,FL,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,166,0.6807,0.1807,0.0422,0.0301,0,0,0.0602,0,0.006,0.3614,NULL,15344,0.4915,NULL,0.8929,NULL,0.7368,0.6239,0.3855,12999,144.315548,0.738738739,NULL,0.709089697,PrivacySuppressed,0.225806445
North Florida Community College,Madison,FL,2,1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,898,0.6592,0.2628,0.0557,0.0056,0.0067,0.0011,0.0011,0.0056,0.0022,0.4978,3372,NULL,0.5626,NULL,0.6667,NULL,0.4561,0,0.2994,NULL,NULL,PrivacySuppressed,NULL,0.486858553,27300,0.449591279
University of North Florida,Jacksonville,FL,3,1,11,580,575,545,25,24,24,8,1143,0,14006,0.6997,0.0985,0.0929,0.0432,0.0011,0.0009,0.0471,0.0131,0.0034,0.2867,11528,NULL,0.348,0.8167,NULL,0.7,NULL,0.4242,0.2453,17479,194.052732,0.827050433,0.489176471,NULL,41600,0.691362023
Northwood University-Florida,West Palm Beach,FL,3,2,12,445,475,435,20,18,20,NULL,932,0,609,0.2282,0.1215,0.1297,0.0033,0.0033,0,0.0066,0.2857,0.2217,0.1199,NULL,14979,0.3379,0.7143,NULL,NULL,NULL,0.5529,0.1716,23474.5,260.6150727,0.785304659,0.379666541,NULL,44600,0.738241315
Nova Southeastern University,Fort Lauderdale,FL,3,2,21,530,540,NULL,24,24,24,NULL,1084,0,5053,0.3129,0.2098,0.3101,0.0657,0.0028,0.0016,0.0154,0.0501,0.0317,0.3168,NULL,27998,0.4424,0.7112,NULL,0.2459,NULL,0.6118,0.3398,26500,294.204325,0.702920443,0.4109809,NULL,46500,0.720636666
Northwest Florida State College,Niceville,FL,2,1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,5549,0.7219,0.1002,0.0737,0.0243,0.005,0.0032,0.0414,0.0043,0.0258,0.5439,8362,NULL,0.3149,NULL,NULL,NULL,NULL,0.0845,0.4357,4744,52.6681252,0.6747851,0.420743542,NULL,29500,0.434951454
Everest University-North Orlando,Orlando,FL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,714,0.2353,0.4328,0.2283,0.0196,0.0028,0.007,0.0364,0.0028,0.035,0.2451,NULL,21330,0.8009,1,NULL,0,NULL,0.6869,0.7549,27500,305.306375,0.220157978,0.366249574,NULL,25300,0.392470598
Orlando Tech,Orlando,FL,1,1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,392,0.3087,0.2908,0.2755,0.0408,0.0051,0,0.0714,0,0.0077,0.426,13450,NULL,0.2914,NULL,0.5115,NULL,0.5,0,0.437,NULL,NULL,NULL,NULL,0.591905342,31500,0.452554733
Palm Beach Atlantic University,West Palm Beach,FL,3,2,12,530,523,NULL,23,24,22,NULL,1061,0,2501,0.6126,0.1399,0.1307,0.0132,0.0036,0.0028,0.018,0.0352,0.044,0.0572,NULL,22152,0.3475,0.7335,NULL,NULL,NULL,0.5529,0.1722,25000,277.55125,0.782780411,0.484577435,NULL,38100,0.636470616
Palm Beach State College,Lake Worth,FL,2,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,26106,0.3858,0.2468,0.2614,0.0261,0.0016,0.0016,0.0187,0.0169,0.0411,0.6525,2557,NULL,0.469,NULL,NULL,NULL,NULL,0.1497,0.3264,7500,83.265375,0.565081839,0.352689963,NULL,31500,0.534520328
Pasco-Hernando Community College,New Port Richey,FL,2,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8211,0.726,0.0452,0.1575,0.0158,0.0037,0.0018,0.0285,0.0018,0.0197,0.5327,6088,NULL,0.4436,NULL,0.6384,NULL,0.5,0.1712,0.3274,8298.5,92.13036193,0.544468547,NULL,0.39532391,29100,0.447164178
Pensacola State College,Pensacola,FL,2,1,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,9026,0.6722,0.1657,0.0547,0.0309,0.0095,0.0047,0.0487,0.0022,0.0113,0.5541,7904,NULL,0.3763,NULL,NULL,NULL,NULL,0.0683,0.3825,4500,49.959225,0.693103448,0.311032562,NULL,27500,0.428958774
Pinellas Technical Education Center-Clearwater,Clearwater,FL,1,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1044,0.7098,0.1351,0.1073,0.0364,0.001,0,0.0105,0,0,0.0192,11541,NULL,0.455,NULL,0.8454,NULL,1,0,0.6552,PrivacySuppressed,PrivacySuppressed,NULL,NULL,0.989978156,25100,0.5
Polk State College,Winter Haven,FL,2,1,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,9443,0.5688,0.1792,0.1722,0.0223,0.0024,0.001,0.0192,0.0078,0.0271,0.6254,9259,NULL,0.4148,NULL,NULL,NULL,NULL,0.1162,0.3861,9000,99.91845,0.790940767,0.306525926,NULL,31200,0.500891268
Radford M Locklin Technical Center,Milton,FL,1,1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,277,0.7653,0.1155,0.0469,0.0072,0.0144,0,0.0505,0,0,0.4332,2752,NULL,0.1519,NULL,0.7294,NULL,0.3704,0,0.1425,NULL,NULL,NULL,NULL,0.265154545,20800,0.352941185
Saint Vincent de Paul Regional Seminary,Boynton Beach,FL,4,2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ridge Career Center,Winter Haven,FL,1,1,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,717,0.5202,0.2887,0.1702,0.0209,0,0,0,0,0,0.272,16715,NULL,0.4458,NULL,0.8844,NULL,0.8276,0,0.8075,NULL,NULL,NULL,NULL,0.947278906,19500,0.362831861
Ringling College of Art and Design,Sarasota,FL,3,2,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1253,0.5794,0.0255,0.1572,0.075,0.0064,0.0024,0.0184,0.1269,0.0088,0.0327,NULL,45774,0.2999,0.7788,NULL,NULL,NULL,0.5762,0.0766,27000,299.75535,0.792563601,0.65168427,NULL,32800,0.5498721
Toni & Guy Hairdressing Academy-Jacksonville,Jacksonville,FL,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,32,0.75,0.0625,0.0938,0.0313,0.0313,0,0,0,0.0313,0,NULL,18663,0.4286,NULL,NULL,NULL,NULL,0.5102,0.5,11145,123.7323473,0.571428571,NULL,0.625025,17100,0.300000012
Robert Morgan Educational Center,Miami,FL,1,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,816,0.0968,0.2696,0.6042,0.0184,0.0012,0,0.0061,0,0.0037,0.299,7834,NULL,0.4645,NULL,0.4918,NULL,0.3911,0.0823,0.4951,NULL,NULL,PrivacySuppressed,NULL,0.74646338,25900,0.451737463
Rollins College,Winter Park,FL,3,2,21,595,600,595,27,28,26,9,1199,0,2608,0.63,0.0625,0.1599,0.0253,0.0012,0.0019,0.0272,0.0648,0.0272,0.0928,NULL,29427,0.3163,0.834,NULL,NULL,NULL,0.5177,0.166,27000,299.75535,0.831292517,0.693010819,NULL,42200,0.638506889
First Coast Technical College,Saint Augustine,FL,1,1,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,631,0.8241,0.1315,0.0301,0.0063,0,0,0,0,0.0079,0.3566,9252,NULL,0.416,NULL,1,NULL,0.4961,0,0.3455,NULL,NULL,NULL,NULL,0.840178089,21700,0.384259254
Saint Leo University,Saint Leo,FL,3,2,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,11993,0.4017,0.349,0.1041,0.0115,0.0053,0.0023,0.0139,0.0244,0.0878,0.2974,NULL,21193,0.454,0.6899,NULL,NULL,NULL,0.527,0.7228,26068,289.4082394,0.615217754,0.447117241,NULL,42600,0.729265392
St Petersburg College,Clearwater,FL,2,1,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,27166,0.6556,0.1464,0.1022,0.0329,0.0035,0.0022,0.0179,0.0085,0.0307,0.6962,8091,NULL,0.427,NULL,NULL,NULL,NULL,0.3634,0.5069,17826,197.9051433,0.52425545,0.298746397,NULL,32000,0.508222222
Pinellas Technical Education Center-St Petersburg,Saint Petersburg,FL,1,1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1128,0.5399,0.3307,0.0789,0.031,0.0062,0,0.008,0,0.0053,0.0106,13263,NULL,0.3631,NULL,0.811,NULL,0,0,0.7314,NULL,NULL,NULL,NULL,0.670485549,29600,0.458333343
Santa Fe College,Gainesville,FL,2,1,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13764,0.6006,0.1654,0.138,0.0238,0.0033,0.0014,0.0315,0.0173,0.0187,0.6002,9601,NULL,0.3831,NULL,NULL,NULL,NULL,0.2771,0.3034,12432,138.0206856,0.538661807,0.467799195,NULL,33500,0.532161832
Sarasota County Technical Institute,Sarasota,FL,1,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,670,0.7776,0.0537,0.1328,0.0119,0.0075,0,0.0164,0,0,0.3731,2967,NULL,0.165,NULL,0.587,NULL,0.5484,0,0.5821,NULL,NULL,NULL,NULL,0.7018,29100,0.412499994
Argosy University-Sarasota,Sarasota,FL,3,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,128,0.4688,0.3594,0.125,0.0078,0.0078,0.0078,0,0,0.0234,0.9219,NULL,NULL,0.6589,0,NULL,0.2143,NULL,0.7829,0.6947,14323,159.0146622,0.370393247,NULL,NULL,38200,0.698424041
Seminole State College of Florida,Sanford,FL,1,1,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,16567,0.5053,0.1752,0.2336,0.0276,0.0029,0.0023,0.0289,0.0174,0.0068,0.5896,8914,NULL,0.4773,NULL,NULL,NULL,NULL,0.3694,0.3998,11143,123.7101432,0.530494329,0.351825806,NULL,32300,0.507417083
Sheridan Technical Center,Hollywood,FL,1,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1244,0.2653,0.4317,0.2629,0.0193,0.0056,0,0.0153,0,0,0,4237,NULL,0.2421,NULL,0.5962,NULL,NULL,0,0.635,NULL,NULL,NULL,NULL,0.473624729,31000,0.487935662
Saint John Vianney College Seminary,Miami,FL,3,2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,77,0.3506,0.0519,0.3636,0,0,0.026,0,0.2078,0,0,NULL,2035,0.2535,0.8182,NULL,NULL,NULL,0,0.2987,NULL,NULL,NULL,0.666658333,NULL,PrivacySuppressed,PrivacySuppressed
Saint Johns River State College,Palatka,FL,2,1,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,5173,0.7203,0.1048,0.0783,0.0188,0.0041,0.0035,0.0238,0.0019,0.0447,0.578,6757,NULL,0.3869,NULL,NULL,NULL,NULL,0.2178,0.3367,13000,144.32665,0.595220854,0.385004,NULL,29500,0.489761084
South Florida State College,Avon Park,FL,2,1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2031,0.5332,0.1019,0.3013,0.0138,0.0015,0.0049,0.0143,0.0113,0.0177,0.5697,5491,NULL,0.4554,NULL,NULL,NULL,NULL,0.0668,0.2794,PrivacySuppressed,PrivacySuppressed,0.707627119,0.453807426,NULL,28300,0.439935058
University of South Florida-Main Campus,Tampa,FL,3,1,11,575,595,560,26,26,26,8,1168,0,30376,0.5493,0.1106,0.1961,0.0603,0.0021,0.0029,0.0322,0.0317,0.0147,0.2283,10281,NULL,0.4127,0.8878,NULL,0.4857,NULL,0.4783,0.2112,19735,219.0989568,0.789967064,0.597743539,NULL,41700,0.663449168
St Thomas University,Miami Gardens,FL,3,2,21,460,454,445,19,18,19,NULL,904,0,1035,0.0802,0.2396,0.4251,0.0029,0,0.001,0.0126,0.1865,0.0522,0.0696,NULL,18466,0.511,0.6184,NULL,0.5,NULL,0.5998,0.2,22747.5,252.5438824,0.702097902,0.351160171,NULL,42600,0.720883548
Stenotype Institute of Jacksonville Inc-Jacksonville,Jacksonville,FL,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,226,0.7832,0.1549,0.0575,0.0044,0,0,0,0,0,0.4823,NULL,25137,0.5991,NULL,1,NULL,0.5714,0.7841,0.7965,PrivacySuppressed,PrivacySuppressed,0.462469734,NULL,0.23334,27100,0.515748024
Stetson University,DeLand,FL,3,2,22,590,580,560,26,26,25,NULL,1168,0,2711,0.6562,0.0819,0.1387,0.0207,0.003,0.0007,0.0421,0.0443,0.0125,0.0125,NULL,21815,0.3653,0.7806,NULL,0,NULL,0.6566,0.0385,27000,299.75535,0.856635071,0.642561765,NULL,42600,0.677204669
Southeastern University,Lakeland,FL,3,2,13,490,470,475,20,20,20,NULL,955,0,2633,0.6217,0.1375,0.1591,0.0133,0.0042,0.0042,0.0087,0.0091,0.0422,0.0615,NULL,18732,0.4179,0.6868,NULL,0.4667,NULL,0.6401,0.1226,24250,269.2247125,0.820853744,0.389961538,NULL,32600,0.566518843
Benes International School of Beauty,New Port Richey,FL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,281,0.7011,0.0854,0.1032,0.0036,0,0,0,0,0.1068,0,NULL,16875,0.5247,NULL,0.7885,NULL,NULL,0.7489,0.6157,7666,85.1083153,0.298245614,NULL,0.744282121,18700,0.207100585
Suwannee-Hamilton Technical Center,Live Oak,FL,1,1,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,142,0.6197,0.338,0.0423,0,0,0,0,0,0,0.2606,15060,NULL,0.6414,NULL,0.7407,NULL,0.9048,0,0.4014,NULL,NULL,NULL,NULL,0.833335556,21600,0.315789461
Tallahassee Community College,Tallahassee,FL,2,1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12249,0.4807,0.3426,0.0966,0.0109,0.0017,0.0008,0.0285,0.0105,0.0276,0.4926,5020,NULL,0.436,NULL,0.5872,NULL,0.5171,0.4067,0.2541,11000,122.12255,0.465207632,NULL,0.408948339,30900,0.441438347
Talmudic College of Florida,Miami Beach,FL,3,2,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,32,0.75,0,0.0938,0,0,0,0,0.1563,0,0,NULL,17981,0.4048,0.6,NULL,NULL,NULL,0.0714,0.1563,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed
Everest University-Tampa,Tampa,FL,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,738,0.252,0.3238,0.3238,0.0136,0.0014,0.0014,0.0501,0,0.0339,0.1748,NULL,22437,0.7503,0.5,NULL,NULL,NULL,0.6492,0.7168,28332,314.5432806,0.27469172,0.346252466,NULL,26200,0.405563354
Everest University-Largo,Largo,FL,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,468,0.5449,0.2415,0.1047,0.015,0.0064,0.0085,0.0342,0,0.0449,0.2158,NULL,22612,0.7918,NULL,NULL,NULL,NULL,0.7163,0.6902,10736,119.1916088,0.215213358,0.398128571,NULL,25300,0.346471131
The University of Tampa,Tampa,FL,3,2,11,525,540,520,24,24,23,8,1075,0,6476,0.5923,0.0576,0.12,0.0134,0.0019,0.0012,0.0236,0.1039,0.086,0.0451,NULL,27955,0.2473,0.751,NULL,0.5,NULL,0.6435,0.0725,25975,288.3757488,0.867700258,0.593045709,NULL,44400,0.71483773
Taylor Technical Institute,Perry,FL,1,1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,58,0.8966,0.069,0,0.0172,0.0172,0,0,0,0,0.1724,8882,NULL,0.3973,NULL,0.7619,NULL,0.2,0,0.4655,NULL,NULL,NULL,NULL,0.397490062,24900,0.29896906
Tom P Haney Technical Center,Panama City,FL,1,1,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,421,0.734,0.1496,0.0309,0.0214,0.0119,0.0071,0.0451,0,0,0.0855,6388,NULL,0.56,NULL,0.375,NULL,0.375,0,0.6105,PrivacySuppressed,PrivacySuppressed,0.466666667,NULL,0.438674233,22400,0.341935486
Trinity Baptist College,Jacksonville,FL,3,2,11,430,413,404,19,17,18,NULL,863,0,289,0.6505,0.2457,0.0484,0.0035,0.0104,0,0.0104,0.0277,0.0035,0.1834,NULL,11766,0.6292,0.4717,NULL,0.3333,NULL,0.6554,0.1927,12000,133.2246,0.771186441,0.4079848,NULL,26700,0.461538464
